Type,Purpose,Furnishing,Price,Beds,Baths,Area_sqft,Address
Villa,Sale,Furnished,"4,791,888",4 beds,5 baths,"3,428 sqft","Rivera, The Valley by Emaar, Dubai, UAE"
Apartment,Sale,Furnished,"3,215,888",2 beds,3 baths,"1,435 sqft","Albero by Emaar, Dubai Creek Harbour, Dubai, UAE"
Townhouse,Sale,Unfurnished,"2,550,000",3 beds,3 baths,"1,550 sqft","Costa Brava, DAMAC Lagoons, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,500,000",1 bed,1 bath,909 sqft,"Creek Views by Azizi (Farhad Azizi Residence), Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Townhouse,Sale,Unfurnished,"3,300,000",3 beds,3 baths,"1,981 sqft","La Violeta 1, La Violeta, Villanova, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"3,050,000",2 beds,3 baths,"2,349 sqft","Al Ghozlan 1, Al Ghozlan, The Greens, Dubai, UAE"
Townhouse,Sale,Furnished,"2,088,000",3 beds,5 baths,"1,807 sqft","Mulberry, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Townhouse,Sale,Furnished,"2,088,000",3 beds,4 baths,"1,881 sqft","Mulberry, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Apartment,Sale,Unfurnished,"945,075",Studio,1 bath,407 sqft,"Peace Lagoons by Peace Homes, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"732,000",Studio,1 bath,378 sqft,"Oasiz 2 by Danube, Dubai Silicon Oasis (DSO), Dubai, UAE"
Apartment,Sale,Unfurnished,"699,000",1 bed,2 baths,738 sqft,"Rokane G23, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Unfurnished,"4,730,000",2 beds,3 baths,"1,957 sqft","Safa One Tower A, Safa One by De Grisogono, Al Wasl, Dubai, UAE"
Apartment,Sale,Furnished,"1,399,999",1 bed,1 bath,694 sqft,"DAMAC Maison Aykon City, Aykon City, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,250,000",1 bed,2 baths,832 sqft,"Binghatti Apex, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"3,800,000",3 beds,2 baths,"1,570 sqft","Park Views Residences A, Park Views Residences, Al Kifaf, Bur Dubai, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,750,000",1 bed,2 baths,742 sqft,"Park Views Residences A, Park Views Residences, Al Kifaf, Bur Dubai, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,300,000",2 beds,2 baths,"1,335 sqft","Park Views Residences A, Park Views Residences, Al Kifaf, Bur Dubai, Dubai, UAE"
Apartment,Sale,Unfurnished,"635,000",1 bed,1 bath,437 sqft,"Golf Vita A, Golf Vita, DAMAC Hills, Dubai, UAE"
Apartment,Sale,Furnished,"900,000",1 bed,2 baths,643 sqft,"Artesia C, Artesia, DAMAC Hills, Dubai, UAE"
Apartment,Sale,Unfurnished,"600,000",Studio,1 bath,481 sqft,"Loreto 1B, Loreto B, Loreto, DAMAC Hills, Dubai, UAE"
Apartment,Sale,Unfurnished,"725,000",1 bed,1 bath,481 sqft,"Golf Vita A, Golf Vita, DAMAC Hills, Dubai, UAE"
Apartment,Sale,Unfurnished,"670,000",Studio,1 bath,353 sqft,"Azizi Riviera 48, Azizi Riviera, Meydan One, Meydan City, Dubai, UAE"
Apartment,Sale,Furnished,"675,000",Studio,1 bath,456 sqft,"Artesia C, Artesia, DAMAC Hills, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,800,000",1 bed,2 baths,763 sqft,"Viewz 1 by Danube, Viewz by Danube, Jumeirah Lake Towers (JLT), Dubai, UAE"
Villa,Sale,Furnished,"4,500,000",4 beds,5 baths,"1,830 sqft","Al Furjan West, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,000,000",1 bed,1 bath,631 sqft,"Binghatti Heights, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,100,000",1 bed,2 baths,611 sqft,"Binghatti Tulip, JVC District 11, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"550,000",Studio,1 bath,318 sqft,"The Diplomat Residences, Town Square, Dubai, UAE"
Villa,Sale,Unfurnished,"7,999,999",6 beds,7 baths,"5,823 sqft","Dubailand, Dubai, UAE"
Villa,Sale,Unfurnished,"7,900,000",5 beds,7 baths,"5,933 sqft","Residential District, Dubai South, Dubai, UAE"
Apartment,Sale,Furnished,"1,086,500",1 bed,2 baths,838 sqft,"Graygate Residences, JVC District 11, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"1,199,250",1 bed,2 baths,998 sqft,"Graygate Residences, JVC District 11, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"1,289,800",1 bed,2 baths,717 sqft,"Helvetia Residences, JVC District 14, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"5,693,000",3 beds,5 baths,"3,702 sqft","Helvetia Residences, JVC District 14, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"660,000",Studio,1 bath,379 sqft,"Azizi Riviera 6, Azizi Riviera, Meydan One, Meydan City, Dubai, UAE"
Villa,Sale,Unfurnished,"7,100,000",4 beds,4 baths,"3,920 sqft","Yasmina Villas, Expo Valley, Expo City, Dubai, UAE"
Apartment,Sale,Furnished,"1,069,560",2 beds,3 baths,883 sqft,"Majestique Residence 1, Majestique Residences, Dubai World Central, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,500,000",1 bed,2 baths,"1,164 sqft","SLS Dubai Hotel & Residences, Business Bay, Dubai, UAE"
Apartment,Sale,Furnished,"6,488,268",3 beds,3 baths,"1,664 sqft","Trump Tower, Sheikh Zayed Road, Dubai, UAE"
Villa,Sale,Unfurnished,"6,000,000",3 beds,3 baths,"3,777 sqft","The Springs 12, The Springs, Dubai, UAE"
Apartment,Sale,Unfurnished,"650,000",Studio,1 bath,399 sqft,"Provenza Residences, JVC District 14, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"990,000",Studio,1 bath,477 sqft,"Binghatti Skyrise Tower A, Binghatti Skyrise, Business Bay, Dubai, UAE"
Villa,Sale,Unfurnished,"3,099,999",3 beds,5 baths,"2,281 sqft","Athlon by Aldar, Dubai, UAE"
Apartment,Sale,Unfurnished,"520,000",1 bed,2 baths,720 sqft,"Central Business District, International City, Dubai, UAE"
Apartment,Sale,Unfurnished,"550,000",Studio,1 bath,378 sqft,"Azizi Beach Oasis 2 Tower A, Azizi Beach Oasis 2, Dubai Studio City, Dubai, UAE"
Apartment,Sale,Unfurnished,"545,000",Studio,1 bath,350 sqft,"Azizi Beach Oasis 2 Tower B, Azizi Beach Oasis 2, Dubai Studio City, Dubai, UAE"
Apartment,Sale,Unfurnished,"540,000",Studio,1 bath,346 sqft,"Azizi Beach Oasis 2 Tower A, Azizi Beach Oasis 2, Dubai Studio City, Dubai, UAE"
Villa,Sale,Furnished,"8,500,000",5 beds,6 baths,"10,000 sqft","Farm Gardens, The Valley by Emaar, Dubai, UAE"
Villa,Sale,Unfurnished,"2,200,000",3 beds,3 baths,"1,875 sqft","R. Hills, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,225,000",2 beds,3 baths,"1,501 sqft","Al Thamam 09, Al Thamam, Remraam, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,319,999",2 beds,2 baths,958 sqft,"Binghatti Crest, JVC District 13, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"3,200,000",2 beds,2 baths,"1,171 sqft","Address Residences Zabeel Tower 1, Address Residences Zabeel, Za'abeel 1, Za'abeel, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,656,000",1 bed,1 bath,750 sqft,"Club Drive Tower B, Club Drive, Dubai Hills Estate, Dubai, UAE"
Apartment,Sale,Unfurnished,"4,800,000",3 beds,4 baths,"1,703 sqft","Vida Residences Dubai Hills Estate, Dubai Hills Estate, Dubai, UAE"
Villa,Sale,Unfurnished,"3,200,000",3 beds,4 baths,"2,446 sqft","Greenway 2, Emaar South, Dubai South, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,100,000",1 bed,2 baths,834 sqft,"Binghatti Skyhall, Business Bay, Dubai, UAE"
Apartment,Sale,Furnished,"845,000",1 bed,2 baths,762 sqft,"Afnan 5, Afnan District, Midtown, Dubai Production City (IMPZ), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,647,057",1 bed,2 baths,"1,202 sqft","Dawn by Binghatti, JVC District 16, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,949,999",2 beds,3 baths,"2,016 sqft","Binghatti Aurora, JVC District 12, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"799,799",Studio,1 bath,431 sqft,"Binghatti Apex, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"2,100,000",1 bed,2 baths,861 sqft,"Peninsula Four The Plaza, Peninsula, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,275,000",1 bed,2 baths,746 sqft,"Binghatti Azure, JVC District 16, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,062,777",1 bed,2 baths,696 sqft,"Bond Enclave, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"3,800,000",2 beds,3 baths,"1,437 sqft","Naya at District One, District One, Mohammed Bin Rashid City, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,875,000",1 bed,1 bath,694 sqft,"Tower B, Elvira, Dubai Hills Estate, Dubai, UAE"
Apartment,Sale,Unfurnished,"3,100,000",2 beds,3 baths,"1,064 sqft","Tower A, Elvira, Dubai Hills Estate, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,300,000",1 bed,1 bath,753 sqft,"Address Residences, Park Heights, Dubai Hills Estate, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,270,000",1 bed,1 bath,747 sqft,"Address Residences, Park Heights, Dubai Hills Estate, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,850,000",1 bed,1 bath,721 sqft,"Elvira, Dubai Hills Estate, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,900,000",1 bed,1 bath,758 sqft,"Park Heights, Dubai Hills Estate, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,850,000",1 bed,1 bath,657 sqft,"Park Lane Building 1, Park Lane, Dubai Hills Estate, Dubai, UAE"
Apartment,Sale,Unfurnished,"3,999,000",2 beds,3 baths,"1,694 sqft","Golf Residences by Fortimo, Dubai Hills Estate, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,425,000",2 beds,2 baths,"1,063 sqft","Parkside Views, Dubai Hills Estate, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,800,000",1 bed,1 bath,706 sqft,"Tower A, Elvira, Dubai Hills Estate, Dubai, UAE"
Apartment,Sale,Furnished,"2,288,888",1 bed,2 baths,728 sqft,"Creek Edge Tower 1, Creek Edge, Dubai Creek Harbour, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,865,573",2 beds,2 baths,"1,277 sqft","High Best Tower, District 11, Mohammed Bin Rashid City, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,463,127",1 bed,1 bath,780 sqft,"Woodland Terraces, District 11, Mohammed Bin Rashid City, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,926,761",2 beds,2 baths,946 sqft,"Woodland Terraces, District 11, Mohammed Bin Rashid City, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,185,952",1 bed,1 bath,662 sqft,"Woodland Terraces, District 11, Mohammed Bin Rashid City, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,274,582",1 bed,1 bath,711 sqft,"Woodland Terraces, District 11, Mohammed Bin Rashid City, Dubai, UAE"
Villa,Sale,Unfurnished,"13,811,185",5 beds,6 baths,"6,004 sqft","Knightsbridge 2, District 11, Mohammed Bin Rashid City, Dubai, UAE"
Villa,Sale,Unfurnished,"14,250,000",4 beds,7 baths,"9,011 sqft","District One West, Mohammed Bin Rashid City, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,650,000",2 beds,2 baths,"1,179 sqft","Greenside Residence Tower B, Greenside Residence, Dubai Hills Estate, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,175,000",Studio,1 bath,454 sqft,"Chic Tower, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,850,000",2 beds,3 baths,"1,243 sqft","Hillside Residences, Wasl Gate, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,100,000",1 bed,2 baths,832 sqft,"Aras Heights, Majan, Dubai, UAE"
Villa,Sale,Unfurnished,"21,000,000",6 beds,7 baths,"7,121 sqft","Nad Al Sheba Gardens 6, Nad Al Sheba Gardens, Nad Al Sheba 1, Nad Al Sheba, Dubai, UAE"
Townhouse,Sale,Unfurnished,"3,500,000",3 beds,4 baths,"2,279 sqft","Diagon, Athlon by Aldar, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,800,000",1 bed,2 baths,646 sqft,"Peninsula Three, Peninsula, Business Bay, Dubai, UAE"
Apartment,Sale,Furnished,"900,000",1 bed,2 baths,759 sqft,"Azizi Roy Mediterranean, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"777,000",Studio,1 bath,435 sqft,"Binghatti Starlight, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"829,917",Studio,1 bath,419 sqft,"Oakyard Residences, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"993,885",1 bed,1 bath,642 sqft,"Oakyard Residences, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,530,361",2 beds,2 baths,"1,088 sqft","Oakyard Residences, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"2,385,000",3 beds,2 baths,"1,755 sqft","Cello Residences Tower B, Cello Residences, JVC District 18, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,800,000",1 bed,1 bath,913 sqft,"Binghatti Phantom, JVC District 17, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"1,852,000",2 beds,3 baths,"1,322 sqft","Olivo Park Residences by Evera, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"1,026,000",1 bed,2 baths,790 sqft,"Olivo Park Residences by Evera, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,041,000",1 bed,1 bath,724 sqft,"Cello Residences Tower B, Cello Residences, JVC District 18, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"1,300,000",1 bed,2 baths,706 sqft,"Ashton Park Residences The Second, JVC District 14, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"1,213,471",1 bed,1 bath,745 sqft,"Skyhills Residence 3, JVC District 18, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"1,612,388",2 beds,2 baths,"1,154 sqft","Skyhills Residence 3, JVC District 18, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,031,000",1 bed,1 bath,734 sqft,"Cello Residences Tower B, Cello Residences, JVC District 18, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,358,202",1 bed,1 bath,894 sqft,"Stonehenge Residences, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"1,239,000",1 bed,1 bath,934 sqft,"JVC District 11, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"2,101,000",2 beds,2 baths,"3,505 sqft","JVC District 11, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"1,918,000",2 beds,2 baths,"1,876 sqft","JVC District 11, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"775,000",1 bed,2 baths,979 sqft,"Building 39, Mediterranean, Discovery Gardens, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,600,000",2 beds,3 baths,"1,866 sqft","Zaya Hameni, JVC District 15, Jumeirah Village Circle (JVC), Dubai, UAE"
Villa,Sale,Unfurnished,"3,650,000",3 beds,5 baths,"2,012 sqft","The Pulse Beachfront, The Pulse, Residential District, Dubai South, Dubai, UAE"
Villa,Sale,Unfurnished,"4,650,000",4 beds,4 baths,"3,559 sqft","The Pulse Beachfront 2, The Pulse, Residential District, Dubai South, Dubai, UAE"
Townhouse,Sale,Unfurnished,"1,650,000",3 beds,4 baths,"1,881 sqft","Coursetia, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Villa,Sale,Unfurnished,"20,171,888",5 beds,7 baths,"16,426 sqft","Ostra Palace Villas, The Oasis by Emaar, Dubai, UAE"
Apartment,Sale,Furnished,"1,700,000",1 bed,2 baths,886 sqft,"DAMAC Maison Mall Street (The Signature), Downtown Dubai, Dubai, UAE"
Apartment,Sale,Furnished,"615,000",Studio,1 bath,603 sqft,"The Matrix, Dubai Sports City, Dubai, UAE"
Apartment,Sale,Furnished,"1,030,000",1 bed,2 baths,"1,038 sqft","Bennett House 1, Bennett House, Uptown Motor City, Motor City, Dubai, UAE"
Apartment,Sale,Furnished,"1,600,000",1 bed,1 bath,657 sqft,"Park Heights 2 Tower 2, Park Heights 2, Park Heights, Dubai Hills Estate, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,950,000",1 bed,2 baths,817 sqft,"Ellington House 3, Ellington House, Dubai Hills Estate, Dubai, UAE"
Townhouse,Sale,Unfurnished,"2,799,999",3 beds,5 baths,"3,253 sqft","The Pulse Townhouses, The Pulse, Residential District, Dubai South, Dubai, UAE"
Apartment,Sale,Furnished,"6,899,000",2 beds,3 baths,"1,465 sqft","Grand Bleu Tower 1, Grand Bleu Towers, Emaar Beachfront, Dubai Harbour, Dubai, UAE"
Apartment,Sale,Furnished,"1,492,500",1 bed,2 baths,998 sqft,"Skyhills Astra, Dubai Science Park, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,850,000",1 bed,1 bath,689 sqft,"Summer 4, Summer at Creek Beach, Dubai Creek Harbour, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,820,000",1 bed,2 baths,776 sqft,"Albero by Emaar, Dubai Creek Harbour, Dubai, UAE"
Apartment,Sale,Furnished,"859,999",Studio,1 bath,385 sqft,"Skyhills Astra, Dubai Science Park, Dubai, UAE"
Villa,Sale,Unfurnished,"2,250,000",3 beds,4 baths,"1,980 sqft","Expo Golf Villas 3 (Parkside 3), Expo Golf Villas, Emaar South, Dubai South, Dubai, UAE"
Penthouse,Sale,Furnished,"5,300,000",4 beds,5 baths,"5,508 sqft","FIVE Jumeirah Village, JVC District 14, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,480,000",2 beds,2 baths,798 sqft,"Azizi Riviera 67, Azizi Riviera, Meydan One, Meydan City, Dubai, UAE"
Apartment,Sale,Furnished,"1,950,000",3 beds,4 baths,"1,516 sqft","Jumeirah Lake Towers (JLT), Dubai, UAE"
Apartment,Sale,Furnished,"9,000,000",3 beds,4 baths,"1,995 sqft","Beachgate by Address, Emaar Beachfront, Dubai Harbour, Dubai, UAE"
Villa,Sale,Unfurnished,"3,500,000",4 beds,4 baths,"2,468 sqft","Mudon Al Ranim 8, Mudon Al Ranim, Mudon, Dubai, UAE"
Townhouse,Sale,Unfurnished,"3,200,000",3 beds,3 baths,"2,217 sqft","Mudon Al Ranim 1, Mudon Al Ranim, Mudon, Dubai, UAE"
Townhouse,Sale,Unfurnished,"2,900,000",3 beds,3 baths,"2,217 sqft","Mudon Al Ranim 1, Mudon Al Ranim, Mudon, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,210,800",1 bed,2 baths,702 sqft,"Sola Residences, Wasl Gate, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,290,000",1 bed,2 baths,839 sqft,"East Tower, Luma 22, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"1,130,000",1 bed,1 bath,989 sqft,"Marina 101, Dubai Marina, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,500,000",2 beds,3 baths,"1,429 sqft","Emaar Tower A, Emaar Towers, Riggat Al Buteen, Deira, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,100,000",1 bed,1 bath,649 sqft,"Burj Royale, Downtown Dubai, Dubai, UAE"
Apartment,Sale,Unfurnished,"3,000,000",3 beds,4 baths,"2,601 sqft","Orchid Residence, Dubai Science Park, Dubai, UAE"
Apartment,Sale,Unfurnished,"740,000",1 bed,2 baths,957 sqft,"Building 70, Mediterranean, Discovery Gardens, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,550,000",2 beds,2 baths,"1,141 sqft","Lucky 1 Residences, JVC District 13, Jumeirah Village Circle (JVC), Dubai, UAE"
Villa,Sale,Furnished,"1,350,000",2 beds,2 baths,975 sqft,"Bianca, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"3,800,888",3 beds,4 baths,"1,596 sqft","Altus Tower 1, Altus, Dubai Creek Harbour, Dubai, UAE"
Apartment,Sale,Furnished,"1,358,200",2 beds,3 baths,"1,208 sqft","Reem by Vision, Liwan, Dubai, UAE"
Townhouse,Sale,Unfurnished,"3,621,888",3 beds,4 baths,"2,418 sqft","Greenspoint, Emaar South, Dubai South, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,969,888",2 beds,2 baths,"1,176 sqft","Parkwood Tower B, Parkwood, Dubai Hills Estate, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,816,888",1 bed,2 baths,757 sqft,"Albero by Emaar, Dubai Creek Harbour, Dubai, UAE"
Apartment,Sale,Unfurnished,"3,017,000",2 beds,3 baths,"1,399 sqft","Volta, Downtown Dubai, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,841,888",1 bed,2 baths,757 sqft,"Altan, Dubai Creek Harbour, Dubai, UAE"
Apartment,Sale,Unfurnished,"905,000",Studio,1 bath,403 sqft,"Vincitore Aqua Flora, Dubai Science Park, Dubai, UAE"
Apartment,Sale,Unfurnished,"730,000",1 bed,2 baths,694 sqft,"Zahra Breeze Apartments 4A, Zahra Breeze Apartments, Town Square, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,040,000",1 bed,2 baths,750 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"600,000",Studio,1 bath,406 sqft,"Jewelz by Danube, Arjan, Dubai, UAE"
Townhouse,Sale,Unfurnished,"1,994,000",4 beds,4 baths,"2,352 sqft","Violet 4, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Apartment,Sale,Unfurnished,"750,000",1 bed,1 bath,722 sqft,"Suburbia Tower 1, Suburbia, Downtown Jebel Ali, Jebel Ali, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,615,000",2 beds,3 baths,"1,311 sqft","Floarea  Grande, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"3,750,000",2 beds,3 baths,"1,247 sqft","St. Regis The Residences Tower 1, St. Regis The Residences, Downtown Dubai, Dubai, UAE"
Villa,Sale,Unfurnished,"2,350,000",3 beds,4 baths,"1,945 sqft","Expo Golf Villas 3 (Parkside 3), Expo Golf Villas, Emaar South, Dubai South, Dubai, UAE"
Apartment,Sale,Furnished,"1,500,000",1 bed,1 bath,"1,055 sqft","Tower D, DAMAC Towers by Paramount Hotels and Resorts, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,150,000",1 bed,2 baths,740 sqft,"Binghatti Onyx, JVC District 15, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"2,100,000",3 beds,4 baths,"2,337 sqft","Fortunato, JVC District 11, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,800,000",2 beds,2 baths,"1,356 sqft","Chaimaa Avenue 2, JVC District 13, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"2,150,000",3 beds,4 baths,"1,124 sqft","The Regent, Town Square, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,500,000",Studio,1 bath,374 sqft,"Bayz 101, Business Bay, Dubai, UAE"
Villa,Sale,Unfurnished,"15,000,000",6 beds,6 baths,"7,249 sqft","Green Community West, Green Community, Dubai, UAE"
Apartment,Sale,Furnished,"950,000",Studio,1 bath,640 sqft,"The Cosmopolitan (Damac Maison), Business Bay, Dubai, UAE"
Apartment,Sale,Furnished,"1,250,000",1 bed,2 baths,706 sqft,"Binghatti Avenue, Al Jaddaf, Dubai, UAE"
Townhouse,Sale,Unfurnished,"6,300,000",3 beds,4 baths,"3,074 sqft","Nad Al Sheba Gardens, Nad Al Sheba 1, Nad Al Sheba, Dubai, UAE"
Villa,Sale,Furnished,"3,500,000",3 beds,5 baths,"2,561 sqft","The Pulse Beachfront, The Pulse, Residential District, Dubai South, Dubai, UAE"
Villa,Sale,Unfurnished,"2,600,000",4 beds,4 baths,"1,550 sqft","Ivy, DAMAC Riverside, Dubai Investment Park (DIP), Dubai, UAE"
Villa,Sale,Unfurnished,"4,500,000",4 beds,6 baths,"3,185 sqft","The Pulse Beachfront, The Pulse, Residential District, Dubai South, Dubai, UAE"
Villa,Sale,Furnished,"4,800,000",4 beds,6 baths,"4,434 sqft","The Pulse Beachfront 3, The Pulse, Residential District, Dubai South, Dubai, UAE"
Villa,Sale,Unfurnished,"3,300,000",3 beds,4 baths,"1,931 sqft","The Pulse Beachfront, The Pulse, Residential District, Dubai South, Dubai, UAE"
